repetitions,relative increase
1,-6.37262315154254
2,-2.038002417648863
3,3.6155580966901484
4,1.5338535894505818
5,7.2377457073805065
10,5.626942105371464
30,5.923353274699557
50,0.5911146843927246
70,6.659450018962029
80,6.564742452492521
100,14.696626732181311
300,73.41384229628424
500,132.5134776125816
700,184.64655369438847
900,252.57886197917875
