repetitions,relative increase
1,-6.158678347620998e-05
2,-0.0012964629440385582
3,0.009497860287552696
4,0.011855110988893528
5,0.014391800662820559
10,0.002872509473169567
30,-0.003153336652635018
50,-0.0009498085542132374
70,-0.003262300969711372
80,0.01357907860544059
100,0.01911849904184676
300,0.00330353126405758
500,0.0005785591247977851
