repetitions,relative increase
1,-0.7081676353624989
2,1.050074566056304
3,-0.612028480533247
4,1.105305466237942
5,-0.45920384393152586
10,1.1589964599045741
30,1.0376703017853337
50,0.6817302253579854
70,-0.636523266022827
80,0.4654352330094201
100,-0.1246632658909815
300,0.5495661645480268
500,1.5627880746580902
700,1.862006913860874
900,-0.6274672044957085
