repetitions,plain,enforcement
1,0.2144742,0.2013017
2,0.202926,0.21686579999999997
3,0.2122656,0.22465980000000002
4,0.23081259999999998,0.21676160000000003
5,0.22278389999999998,0.2335928
10,0.24683010000000002,0.228721
30,0.2459455,0.29370550000000006
50,0.2892584,0.27177110000000004
70,0.2871102,0.28033169999999996
80,0.3018536,0.31354210000000005
100,0.31039659999999997,0.3079099
300,0.48688000000000003,0.5287139
500,0.6868960999999999,0.7395400999999999
