repetitions,relative increase
1,0.008051282837732146
2,-0.00858788832688998
3,0.009912992772415542
4,0.007063556654331035
5,0.004188926663428766
10,0.009924234339985115
30,-0.0001512516070483249
50,0.003032406010500327
70,0.013193717277486883
80,-0.0026295962535640162
100,0.006689557186833977
300,0.00877007756521252
500,0.018649120733356974
