repetitions,relative increase
1,0.25251788709565054
2,0.4104752690519615
3,2.5289505938041428
4,-4.648699704808413
5,-2.683519343210149
10,0.2568155795270565
30,0.6592222202590388
50,1.8593234195850108
70,13.064697415629869
80,5.742966565559312
100,0.9481474128238949
300,4.7687034845391825
500,11.850912207874972
700,6.06598780970715
900,7.510979371301936
