repetitions,relative increase
1,1.0985465384260824
2,1.7104553509515372
3,-0.756132232404803
4,1.0618871514723682
5,0.7737300234882413
10,0.5413801423573493
30,0.1597193502844975
50,2.8895101943924173
70,2.6211190824852526
80,-0.5265115414119259
100,0.3500022364360278
300,0.21905026065558095
500,2.8581891638069115
700,-1.603270606886513
900,-0.962936979175588
