repetitions,relative increase
1,-0.06141764370726178
2,0.06869400668223873
3,0.058390054723893185
4,-0.06087622599459455
5,0.04851741979559569
10,-0.07336665990087925
30,0.1941893630906036
50,-0.06045563413197329
70,-0.023609401546862568
80,0.0387224137793952
100,-0.008011363526533323
300,0.08592240387775206
500,0.07664041184685723
