repetitions,relative increase
1,1.6875339138652992
2,0.7826041283680786
3,18.28330076053727
4,15.012919993299986
5,-0.606994389099989
10,7.648094042999272
30,-0.7162427107907597
50,-0.3015517759197186
70,7.36005943487995
80,4.171470209360743
100,7.375610108891806
300,-3.904397369413716
500,6.3696672864201584
700,-0.45378647465365896
900,2.303285019976819
