repetitions,plain,enforcement
1,0.22439789999999998,0.2109502
2,0.22090900000000002,0.2176374
3,0.2159718,0.21721960000000004
4,0.22474220000000003,0.22451020000000002
5,0.22508060000000002,0.2047428
10,0.2151576,0.2308907
30,0.24202459999999998,0.23799769999999998
50,0.2611967,0.2623888
70,0.29066190000000003,0.2962452
80,0.28938749999999996,0.3233534
100,0.3190242,0.3234806
300,0.5181011,0.5120272
500,0.6836407,0.7121795
